index,row,id,input_tokens,report_sha256
220,2827,govreport-train-00000-row2827,15996,3aa394fb8af985f82dd423294789c558eee38a255d6f7a64d3b2a3fb4f84b929
221,8327,govreport-train-00000-row8327,15684,541d8f9a0e047c9282a48d0e1c936279cbef34bedb1bb4cb0263707e40e7b309
222,5306,govreport-train-00000-row5306,16671,3b35e6b87b52bc7d597fccaeb9614f7a9de310c41552f78ee45c3fe45a06615d
223,5623,govreport-train-00000-row5623,15473,cce0bb2897c638852712da204f351435c815c2bea9ab0973df8f3e16b10b0ab7
224,8481,govreport-train-00000-row8481,17110,0fdc485e23adb93fe48ff0324ca7ce5089dbdec43a890d4679d9bd3e51343d19
225,2092,govreport-train-00000-row2092,15992,9413dd278bbe6f71caa5a833044703e0b86a9933d6e8278b0d3eb03b63216252
226,1820,govreport-train-00000-row1820,16096,7fa7bc3cbba74d37a6c5bbd14dd362180568620c731508548902e743bd32b7c9
227,3911,govreport-train-00000-row3911,16641,7d4bbe36bf65e93aa517032a038cebffddec8dc3c76eeec6e4182f5c81b72954
228,413,govreport-train-00000-row413,16109,2772d45b03708a890d12bacdedeab2d08f9ca346cb62a6511909bf5301197d57
229,1206,govreport-train-00000-row1206,16627,f169e1f87d5727cb667551a056d3712a2ef276004b875d6339b1ecefd2d29f2b
230,380,govreport-train-00000-row380,16163,90a16aed61014570872c3966da35627e635e6b01a097de9eb999ab6dc68d0892
231,8506,govreport-train-00000-row8506,15752,db0724b32d5af0c119de68906731c7b148ab8bbccad4e9fe6460f8bf31d21b85
232,5603,govreport-train-00000-row5603,16008,eed66c8eb185e59f531a57442d9636ce6d0ce8c482650eea65a88e0fbeb352ba
233,541,govreport-train-00000-row541,16823,4494a610ef0386ee578813ba92554994c82ead006bcac02009cdfac470e71ea6
234,8258,govreport-train-00000-row8258,16265,42a015ec579b9feb49766978f1f92baf84da6f692ee49eb05eafa0be5426155a
235,2564,govreport-train-00000-row2564,15619,d1431e62a4497641c63ef907b9604425deeca03cab15747aee4f05439d0a04dd
236,3172,govreport-train-00000-row3172,15583,bd03000164bdf2d222c40757f6d300224bd5bdc38e740741cbc8bf4bef938953
237,6168,govreport-train-00000-row6168,16530,b75daf12c558d549e7137eb11f7c5b6755e52195c078e8558ddcf3dd191027dd
238,3980,govreport-train-00000-row3980,15917,e279f8334766f22e1728d2020300dc76f2e0bc471ea9fa4c4f805626bd5efeee
239,294,govreport-train-00000-row294,15704,df37074ce8d4e47740a7b8c27005402bde24e5016758b352620465a4fb574683
240,7668,govreport-train-00000-row7668,16915,f02abf60ab3dd0e2d42d6befe250513d9960227a120fec92266a89e41516efb9
241,4344,govreport-train-00000-row4344,15815,e8f323369b051a17c56cab11fc30fb9728ec2e2140bb57b9cc5b4290f354511f
242,1159,govreport-train-00000-row1159,15991,4f15c92c44dc44b8636fa07e644c780042d85f97ff5837145aebaca94bda85b8
243,7343,govreport-train-00000-row7343,16693,945b8a8d7b4a65e429afe68ce74d2b2e4f0b830d2a2b4a14f94e07ace5ed1101
244,7381,govreport-train-00000-row7381,17151,2aad06929c9cbd3fdc1a2a069259afbf8101fe78580b3ea3456413905a8b90dd
245,8511,govreport-train-00000-row8511,17064,6d64d320467475e4e46c0e6c43d338895736222eb276d219427141b6e18c06e3
246,8142,govreport-train-00000-row8142,16780,b87113eac275d65e18c2f31b953535f8386708d9dc84b62ed742f9eeb5e57f65
247,5467,govreport-train-00000-row5467,15646,9e5b456641769b67e42f40b3f0c4ba71d2d95baee878546f733fb32fba03f4e1
248,1061,govreport-train-00000-row1061,16156,815ed2888d4ba591463fd4522f884a7b28896cae4446cf148bb755e1cfff6d76
249,194,govreport-train-00000-row194,15739,fab1401a8ee2c4e0036289bb6a872814b24593fddfbc2c174a3d7bc18b59f9a9
250,8739,govreport-train-00000-row8739,15633,1c9ec6eb0f5b7318878f503876ada26de4be957ed9e28beb959e8434e6be2169
251,236,govreport-train-00000-row236,16841,a09c85ecd8b93b4e83cdb4212e07e9c0ba0a42417ba14eb9a784e326a5c33b0d
252,676,govreport-train-00000-row676,16397,e40ae2bc56d86d190df249877742380581be90b87a17a53b38c207285ac0ba50
253,5508,govreport-train-00000-row5508,15938,f0ad913f82fe8e5ecfb6a8bb3b673aa511b4fcdee8f022e2c9c86fa8b7e66215
254,4768,govreport-train-00000-row4768,15445,7385f028c53becb656f6482a59bb6b22556c3c330d2527f5eea648c45a538a34
255,4366,govreport-train-00000-row4366,17408,c5922166162b1c7aa686f4ffa8a9fa68fbd42832287df090435b0fc63ad91c52
256,7612,govreport-train-00000-row7612,16897,bdf8db02d454bb5b1d88ccad7ec2888cad071ca84b59b1f549d81427690f1aba
257,6447,govreport-train-00000-row6447,17241,143dacd16e7d1c76c1548b7104de5128264e824156e9277beb059f57670d8414
258,1333,govreport-train-00000-row1333,16949,6942e1c7f6a450e709ac6b1c18aaf3ab2f8fceeadc058c0e88fb425d8c2e9266
259,8303,govreport-train-00000-row8303,15662,95d94956d44d931404b0433bb9a1d9e89283b6f33aafa044472b2748b9ab1a8d
260,7132,govreport-train-00000-row7132,15740,7f339462ed99a85becbf633d45ca96d3a336302493167a16d34012c1e5cc59f2
261,287,govreport-train-00000-row287,15742,c3bccc3f5536ecf5dc4aead4a6fea52ed404dfcd0e1135a85e4e048d8e745f79
262,8150,govreport-train-00000-row8150,17080,45b60834509ec48ae93bbe4f725a08d3ea09d50525be614f3a7e6d468ef06cc9
263,488,govreport-train-00000-row488,16166,29dcf7b20e232869eae6ad03c771a05043fa0baa533899ad87ed2b08b58c5eb8
264,8314,govreport-train-00000-row8314,16336,40a1367ac2a64372c48f897f535b4ba80cfb4c87c069165fde7f327ff41d543a
265,1691,govreport-train-00000-row1691,17125,9351fd5d7879d6e190f6bac7517c03af704960de446f18e3ac16219bd89f781d
266,8066,govreport-train-00000-row8066,17199,0114113777efe5e81091cd4a7626035cbdac642559fbca75fca11494a1aaf1d3
267,7808,govreport-train-00000-row7808,17121,0eb19bbc4ad1e610363e560807caeb621f82595b80082594b1de0b4af2929bdb
268,4820,govreport-train-00000-row4820,16130,9f9b203f922b18818d7e2578339f900a78639b0ccb0f0247070da43729dab8ba
269,7078,govreport-train-00000-row7078,17369,d6b6f17eb877df755cecfe0be38a3ae6579f68d57d5eb7412f622c57db177413
270,2083,govreport-train-00000-row2083,15721,3b3692f96baee4374c0bebde6b65fe756dbd714a1a6d7546f96d664e73f28929
271,4386,govreport-train-00000-row4386,16736,7c506c81a7a03beb6760e49ddecc8538f2adfe2de2902a503fe8b647bfb4cf82
272,2594,govreport-train-00000-row2594,16261,17c63c186c6deb171f61db2d7c815ea68004c349d2c45ae7699d29de1b27b659
273,6963,govreport-train-00000-row6963,15705,a4f0bbceeaf16aa7ac2df63134242fa2d06cb6d98b524fd63bfa6598283b3939
274,3171,govreport-train-00000-row3171,17106,d1feb0cae4e09afc0e2967064bf25997dc890a54638f1fb0d765abc5542e9d07
275,220,govreport-train-00000-row220,16560,6249a4374a2e3874dddcaf53b4c66a29879cc281b745be867c3c18f314867723
276,7645,govreport-train-00000-row7645,17078,e75ffb29e1aff2b96a4a6429217895d8c512608a6185dcba75a344ba5872f19a
277,7402,govreport-train-00000-row7402,17358,89612b7ab4eeac794a4c82cddf396bad6288d369ef1c014ff88e5bf8ef9b6fdf
278,3969,govreport-train-00000-row3969,15907,06b4e396326923a09b527360d3b36809cc584d4fa5b7abc334815f0f52ad4453
279,5483,govreport-train-00000-row5483,17112,bc893dcdd5143b76f9a53ea0435e8ea991300e7220c1b5a59acc03ea5ddc74ee
280,1311,govreport-train-00000-row1311,16587,180055b6f87e8e7f9852c1488609a2901ae50fcd3b4289cc8c7c0fc3372d862b
281,7467,govreport-train-00000-row7467,15601,efe3fa2f4ab265b8960a74f7c4fbbf727050c25ce12dff3ea4b5d546840cdd31
282,981,govreport-train-00000-row981,16330,6c30e09e132723a9ceccbb7e09d1396a3b2108c66b2027cc1fb172e5e3c0049c
283,4213,govreport-train-00000-row4213,16103,3d7c84f5cb9b4b58fe1281cf239d265ddf234d40b9c0a93b97f57adace602253
284,7600,govreport-train-00000-row7600,15375,fe10b9196e3f9ce3e9092c774540cb54be4bf11b4a983c1ffb72c7f9508e2068
285,5135,govreport-train-00000-row5135,15570,bf6a6d448f2c060c7b5d0be52819f1c9ed04f5e73fb57d86eaf63aeec0608c66
286,3184,govreport-train-00000-row3184,16072,ac517f8184b5e0f94dd4a9fa626ee824be26e1cfbec2b977d01c9e54a962ca77
287,4800,govreport-train-00000-row4800,15494,d6ff8288a96ef163be3341baa5a9994f76ec0b85428b6b4253bf24a09f56ad06
288,2568,govreport-train-00000-row2568,16593,a0db8636b2b0889b8d5b14aef90e4335bfcdf08e70e53ccd6965828e7e853128
289,2828,govreport-train-00000-row2828,15385,8cb6f09afcd28ed14c0627af6ab38659f5267ffc0db70e6123ae19772d837479
290,5832,govreport-train-00000-row5832,16671,db7208f640f42911809c86c379eb32c64dac55ed1cef93bbfbec6922986d6ba3
291,3220,govreport-train-00000-row3220,16852,2aa5b2cbdc74d3a5a53e4899dd363abd2ff57bd11d3e4a6f6b54dbdebd2dff89
292,5839,govreport-train-00000-row5839,15632,21948ac44721fbcc3ec1dc665daa338653d00babfb32187e2e8eb6fbeab34e1a
293,4503,govreport-train-00000-row4503,17092,f0d40e7943c66a65fd9d9b052119863bd88d84eceb80542c72f977e69a03617d
294,7644,govreport-train-00000-row7644,17138,e674c94e0b4f21d29e20e2c447c9e623607572f0dbc8cdd300ed7c2564550414
295,7266,govreport-train-00000-row7266,15855,be9303ff7d902b04c72143153b6ddcd3c1fec4caaaf871994ffe4bfd2d6af660
296,419,govreport-train-00000-row419,16145,1dc604033e470ececf87df5135a65134d6c10685c3c1cb40d4980d771081ca06
297,1772,govreport-train-00000-row1772,16170,dca70197744bde881756d792243421cceef9a42d8047f3674c6322bd93e516c3
298,1458,govreport-train-00000-row1458,17347,8f048204f460fabe4c091cf9c2bb8c3fc119cfe4cd93c7f4f2bb526f2c5e09be
299,1000,govreport-train-00000-row1000,17351,9610b30e7d832141817ab38d0fa2f591064d7ea5db1b1b48d53cc10d533a0521
300,807,govreport-train-00000-row807,17289,651a8a7971279146bb1b6945ae917e1cec6d37995949a3414eb47504e69ee9db
301,5433,govreport-train-00000-row5433,17240,11bd869a62151142b6fc938bb5a5bd7a3bbc17e7dff243fd7b6397645b4ca306
302,7809,govreport-train-00000-row7809,16008,891b515b016af0c7243ac112fd6501e3f3b035e5f6941e9cbe48cb82701ba562
303,353,govreport-train-00000-row353,16230,823e2bed5b8dedf5e00e2efd4e114b640308f17552fa9595274c1ea78b9c6812
304,2206,govreport-train-00000-row2206,16240,5ee6454b23362374d1c161cd0c399d1c8148adb4c00e64c9cdca589887050524
305,2220,govreport-train-00000-row2220,15941,42b258c19d1f51c119c2a9466f3cbb66ed183966e7ae2d93b92d1684e0905e5a
306,2196,govreport-train-00000-row2196,17222,01a1b0cf9288b005d439886a80bbddad172c0a227af9c39d468b0e4f31a6a11a
307,3381,govreport-train-00000-row3381,16374,d4242a8ab814d8d3345d6738287f59b6a26b7d2518171e88a35350dc960fac7d
308,2909,govreport-train-00000-row2909,15778,8f31eca0dceffbf4ac591a85e039db62501347a78a4d294ee48849db157ec744
309,6534,govreport-train-00000-row6534,17261,5d68ff4ac2a454a9618941eba0dd36426944451f4706d24523793e1ff64d3ccd
310,3879,govreport-train-00000-row3879,15377,f8d34e6ab41ce7a8243f9c3d0781005068ec802a0c6f00d7378ad6a5bcb8307d
311,8755,govreport-train-00000-row8755,16836,1cb302b6446fdf0d107261a1c1d42e69ef2ac22e43fa54b2203357721571663d
312,6679,govreport-train-00000-row6679,16904,db049cdb00f321bc22a33a81cfb91e30599eb3f4802e34d06e2711871ff4aa20
313,7293,govreport-train-00000-row7293,16091,1ce80a3df4e24afd2d5411450a5edb03cc226de8e97d19be348443d0c4cba9c1
314,5051,govreport-train-00000-row5051,17039,d76a4df2e002e8138aba4b6cfe3601ce99bbb45580cbbe6642c6b31108e8ee8e
315,3363,govreport-train-00000-row3363,17381,bc282958c0fb1704144e552743c48bc6af931aad8e9584c27b8636af6f1dc5da
316,6597,govreport-train-00000-row6597,16962,55599dc0da20614f9986e22215285cccef776019924f5b7bbc6db985bfdde55b
317,7112,govreport-train-00000-row7112,16073,1565975c8b7461810f31917e535b28aaccb1daffa4e725fef3d1ab9e03d4cc71
318,8300,govreport-train-00000-row8300,16460,85b7712382d384e77d755ffa921263208ae59fe9333d25a8857865f37efcfae4
319,7877,govreport-train-00000-row7877,15986,d4b15a9f60d287011d6152bd2ed664fbe7812e2ed60ab870d9c68bcd99244265
320,6096,govreport-train-00000-row6096,16682,2fd1104f6aadf0ab45a104f46b3e6739bbc59e6670f2f6cf8cbd6d6c68b0a80e
321,7589,govreport-train-00000-row7589,15857,9bae5c9edd229be45bb5a46afbe6c64ebc186233854281829ea921b671967b84
322,7804,govreport-train-00000-row7804,17228,2adbbe437afb665501fbed24a5aed993a7884d7fd4dc5bf220bcca9dc54576a0
323,1379,govreport-train-00000-row1379,16111,03d7d81f0c927ef8e954d86d4e5e77d299f88148b60dcec7e0cbd71b19bd51ac
324,3388,govreport-train-00000-row3388,16967,c89eee03f8e657452ef0f8970acbd597dc1e9db0c97148a32e8f5b518dd169cd
325,7843,govreport-train-00000-row7843,16839,0be6528a2604d8d30f10005d94a7d43d4f5b25dc279663cb06aed41f9e4fca32
326,3552,govreport-train-00000-row3552,17184,2a9696f0693b38f65e3346c6d494d17f6e6fd9f723b9891053c9dce2c22e8722
327,1189,govreport-train-00000-row1189,16903,00cd4ac74b76b772f8901cf53c3f9ee2dc6ee0108f1ccd6d04f0eedbcc0ba7d4
328,5487,govreport-train-00000-row5487,15861,14ad20becf29511657c1c68fb84a0bef9b058d5c3c70ca765332ca99d51fb7ce
329,5725,govreport-train-00000-row5725,17015,076f2c4f9fe84e3f8c205fd72e8ce9e9c9f46805f299bd8f1738688678732031
330,3882,govreport-train-00000-row3882,16299,ba0423c6b0c0afe65e93ba6605ff8a038537a53ff7bec599605c786db5d9a570
331,959,govreport-train-00000-row959,15884,d528f650600284fa83f7601ddfa1c5c3e86724c9fd95a7c00ac620e89d187641
332,1018,govreport-train-00000-row1018,15399,19beb1f9770d4c6d913b5d63592fe78c3abb8f451a1b56c50488677232c83d7f
333,5115,govreport-train-00000-row5115,17076,482ddefec2ae4d1698d51ccc8d24fb5fe676da32c067240c093456af9b1617f2
334,6153,govreport-train-00000-row6153,16594,3b151a7d9e76469c11c9e3576ed81cc062c6f432cda69688d445f4c411268725
335,1685,govreport-train-00000-row1685,16653,51c85f9ece97f0b61c080c50becb76d50fc1971591de1709e1dec7e1b9013128
336,2895,govreport-train-00000-row2895,16159,c29aa9a213c2cf22af6407c4f84122208632ee3e9111ebfc4446eca6fe06a6b0
337,2606,govreport-train-00000-row2606,16149,bb6779331bfdcbd9664e70b0d3495e8b59d717a4a7aefcfd3d27106e71e5140f
338,6418,govreport-train-00000-row6418,15793,a51412df1fa636b91ff1bcd975e745212d5b1a2cc6e87d23fab85ee27549870f
339,2262,govreport-train-00000-row2262,16790,667dd751d8942fbccb1cea6bfca0068b2832237a086a38ccd0f053666a88045f
340,759,govreport-train-00000-row759,15377,774eb4a0cafec0944ba25b8109fe8a2f25a13ce64c8663d74ac509ab1bfb5c6c
341,3915,govreport-train-00000-row3915,16104,b789814b9842eacdd36268c1f9bb80f1a5f82ff01fa73971d33233db52801967
342,2910,govreport-train-00000-row2910,16136,7e49b7b3231199609f1c730c60fe6001d241acb09a3d3d31359c9c6e080e7060
343,3960,govreport-train-00000-row3960,16795,7362cd9966a874bc1b09dc0a5e2d39624bc6f4fed629969288821d3279c63409
344,5548,govreport-train-00000-row5548,15719,8f96c375deeb641376148062d56b0e0946c1105e5be1392ab3aefbfe51ced662
345,6820,govreport-train-00000-row6820,15833,551210f4487b5ba6eebb0978110cb047c8a6b1c469f65d3ed167977d2155c615
346,13,govreport-train-00000-row13,16364,dea1aeee29509e2098a4fff5316f9e367b8d0b0fd049d54b048ddeea05ce6bba
347,7060,govreport-train-00000-row7060,17121,4ea4c7d2d766544a6ba303b1cffc8504baae814cb7f69fb4f766a7dda29d8f5b
348,7509,govreport-train-00000-row7509,17053,992476699903c5f903e7231925a0837fe8914fe6449f4792c4c9518a0c323c1d
349,4581,govreport-train-00000-row4581,15800,d7b94ba23fe2a63063094fade92e85e32e179d88e0fa1f072a9423d138c6505e
350,1035,govreport-train-00000-row1035,15530,f8b76137b4640f3c4e8ee3f1f2dff9e6d527803caba666fe1124fa372c4eb8b2
351,217,govreport-train-00000-row217,15632,8f16b6fffe3b16f5a7615465cb5756b2518ecdb694e0b7440006871dfc76bb6b
352,6177,govreport-train-00000-row6177,17269,12e646485ae30d351b87553bf2c6c470147df8f543dd97db877b116ab98fc43f
353,724,govreport-train-00000-row724,15786,d50484e986e3b0d1c4e698e2dc82c4dbdaefc85d491a5703666572dea188e1d3
354,3080,govreport-train-00000-row3080,15379,dac080674a2b8f86ddd58999d5bd461c1d197a7c9011a970a13ff7f4997fc6eb
355,5831,govreport-train-00000-row5831,15944,72c2f27c3b154b823beaa6734d28f94cb22773022439077d778042b159cef2ce
356,5039,govreport-train-00000-row5039,15515,768be5ef7ccffcf4371e5edce83ce9d67ba11f32e1778a1e21852c2d2813421d
357,8525,govreport-train-00000-row8525,17215,ba42308a9ddcc4e54d26dca40ac04c9c2924c5970a691a92cae6ce3082995f10
358,6232,govreport-train-00000-row6232,15749,dbe39f09cbf113b9d7d2d7944c32c36bd18302c4382545cff5bdbb6df04c21d1
359,2454,govreport-train-00000-row2454,15936,9f9d82d703d31660a7c5c03af22965c46890c6a9c7e68649aa4808e0fbabd1d2
360,7211,govreport-train-00000-row7211,16361,0922f905c65429d4a76433c7873f55b165f04181c1123ab2a475a1b9e16f0b43
361,6819,govreport-train-00000-row6819,16180,952f3a37cc90904ad74cf62f41c1f065086f0bcf0f166c0c77ac7e9aba2c7997
362,3830,govreport-train-00000-row3830,16426,ef4c2eed6dbcb66a1dfbbd4750091d04cef13fc98ca48da6d96342dd5e66089a
363,4961,govreport-train-00000-row4961,16284,4b1ca749c70330095e7d65735bd0be8b3e9c6cdbcbcac17b5cad49cdb041d8ea
364,4163,govreport-train-00000-row4163,16424,530efafadb72ed5357afec26c62473ab35514120be6888047716cdd26e27489b
365,1125,govreport-train-00000-row1125,15938,fbe671b86eba42f3214e1693e929f023f67dac74d12453cb847814cfdacece32
366,6325,govreport-train-00000-row6325,15610,dcee5288b8aa26f8975b6ff889b2bbbff6c4027f48b55004886622c65d385c68
367,5371,govreport-train-00000-row5371,17112,f46425caf28dcc12711b5ad9b0df642825156c78b729bc0115d980de4ed5d220
368,3955,govreport-train-00000-row3955,16325,0643c52ae40386da2aebd8a36bb6fb828171496ceb53fe5a1d7e71fab3f6dedf
369,7756,govreport-train-00000-row7756,16465,7029af99acbc9e9e9970972ffe3418bcb12a54bce2e754dcaea81463739ad806
370,828,govreport-train-00000-row828,16909,5a954e42ac2e2d90cc0cf279003fd1cbc55790bd16eafd97469b01476c3116de
371,1084,govreport-train-00000-row1084,15567,8103dc0026889dfa3da0aa1b3d9a1af3ac331f157939432792f299ce012838bb
372,3719,govreport-train-00000-row3719,17002,6525d93a2b0a285157aede3d315ed1301746e2033a3b46cd28d3b5ce3eaf3f5c
373,1721,govreport-train-00000-row1721,15833,da8d23f738ada46e58c4a1eba67697b9b96c04b9ed47cbb98eba7c7f8b237090
374,6727,govreport-train-00000-row6727,16097,c0a2641be819f3105681ac698c5ef4fbc9dfb9f754962d105d28300fbf7f420f
375,7895,govreport-train-00000-row7895,17290,9db51a642a59b08a53130dc6c85fa3139c3fe12386b167f1826c3e362393b801
376,6067,govreport-train-00000-row6067,16273,5c32d7a3abac4e63ce635f22757382c84f2cd9986529e1fd0c8b4dfa2f48b64c
377,2990,govreport-train-00000-row2990,15551,55b807d56b5aa3c7dac5da9d3e345d87900376bb1c60305ca13cd21c1252c6d4
378,6914,govreport-train-00000-row6914,16588,f6b04152ead4b89dadbfb1e14286824ecfe374cfd215fb77ec77edc8da604197
379,1049,govreport-train-00000-row1049,16152,843680c3f283383a9ad3bc34611069f0766c79044c010211027f0704f06bacac
380,8407,govreport-train-00000-row8407,16241,4cc946c95c56c1b9a2f0dd84860ab4a27f42a2aad9aba2d217067647ff59e253
381,3330,govreport-train-00000-row3330,15732,1c3584edf6f52f040f7dc42d144f7418dc3acf9a1c7921668beb5f6526960d94
382,1646,govreport-train-00000-row1646,15381,1b7b419aba1317173bbd0fa69a91c54590bb6b0cf744cb5e7bf2a64bf5c9b192
383,5712,govreport-train-00000-row5712,15743,0dfbdf0b0feb35576bac10467de070c9c32533cc5fe5422dfc534f0a539ef46b
384,2579,govreport-train-00000-row2579,15406,dd9cd5bd98ad6a4a5e8a6899443a31deec42d1d25213de054376d8fc4c01f184
385,6590,govreport-train-00000-row6590,15801,d80e4018fb91ef548111944b159beb7aac4f0a611e531ef42b7c4a88f44b9990
386,4221,govreport-train-00000-row4221,16399,d8926170b8a9a2ee9b529a3c59e31cb66565991a29d7ac92f7a2fed4dc7394fc
387,5446,govreport-train-00000-row5446,15424,4385604538f4fb2ad20ff9d236002260f4d15cb65add51d10ed1cf312b3bad16
388,3560,govreport-train-00000-row3560,15508,43b082540e457568abd8eaba5f1f06e243f652a3b1074975d50899f5a6777b62
389,4649,govreport-train-00000-row4649,16396,28399d226c0fb7dc68b9defc392f01d905b7787ad47abcaa6ba20c999555c21b
390,5480,govreport-train-00000-row5480,16226,33eae816ec1a7841719bf9b6d86ceb010317333a7485b2bb31560e0c1600f006
391,5745,govreport-train-00000-row5745,15420,c341b1df4b617edfc8b516107507d0fa94aea81c4dd574079a6ea90f8afe1535
392,3075,govreport-train-00000-row3075,16759,ab08832b96118088e43d86532274a58e972832e46224a91f32d5cf53595eab01
393,432,govreport-train-00000-row432,16732,7cb6d89807c835cd0e98b3916a6853c55fd2c0066f6279e6029b108a4bf0cfde
394,4801,govreport-train-00000-row4801,17281,01bb5266c4ea7e1ad80188659ee43ae586f6e572f3c7d58607b371be61bcd7c4
395,8562,govreport-train-00000-row8562,15884,c749de86fd104f464b7b385df8a62c6286d6bf2df3c00807b40050307e8e0df9
396,4468,govreport-train-00000-row4468,15637,d62141e6b35ca979d219d974dce243f5073dac0238b32a1ea509e8c562f2bb8d
